Table;Field;Type;Null;Key;Default;Extra
"node__field_indirizzo_youtube";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_indirizzo_youtube";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_indirizzo_youtube";"langcode";varchar(32);"NO";"PRI";;""
"node__field_indirizzo_youtube";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_indirizzo_youtube";"field_indirizzo_youtube_value";varchar(255);"NO";"";\N;""
"node__field_libero_professionista";"bundle";varchar(128);"NO";"MUL";;""
"node__field_libero_professionista";"deleted";tinyint;"NO";"PRI";0;""
"node__field_libero_professionista";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_libero_professionista";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_libero_professionista";"langcode";varchar(32);"NO";"PRI";;""
"node__field_libero_professionista";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_libero_professionista";"field_libero_professionista_value";tinyint;"NO";"";\N;""
"node__field_link_";"bundle";varchar(128);"NO";"MUL";;""
"node__field_link_";"deleted";tinyint;"NO";"PRI";0;""
"node__field_link_";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_link_";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_link_";"langcode";varchar(32);"NO";"PRI";;""
"node__field_link_";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_link_";"field_link__uri";varchar(2048);"YES";"MUL";\N;""
"node__field_link_";"field_link__title";varchar(255);"YES";"";\N;""
"node__field_link_";"field_link__options";longblob;"YES";"";\N;""
"node__field_link_esterno_al_servizio";"bundle";varchar(128);"NO";"MUL";;""
"node__field_link_esterno_al_servizio";"deleted";tinyint;"NO";"PRI";0;""
"node__field_link_esterno_al_servizio";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_link_esterno_al_servizio";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_link_esterno_al_servizio";"langcode";varchar(32);"NO";"PRI";;""
"node__field_link_esterno_al_servizio";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_link_esterno_al_servizio";"field_link_esterno_al_servizio_value";varchar(255);"NO";"";\N;""
"node__field_link_slide";"bundle";varchar(128);"NO";"MUL";;""
"node__field_link_slide";"deleted";tinyint;"NO";"PRI";0;""
"node__field_link_slide";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_link_slide";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_link_slide";"langcode";varchar(32);"NO";"PRI";;""
"node__field_link_slide";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_link_slide";"field_link_slide_uri";varchar(2048);"YES";"MUL";\N;""
"node__field_link_slide";"field_link_slide_title";varchar(255);"YES";"";\N;""
"node__field_link_slide";"field_link_slide_options";longblob;"YES";"";\N;""
"node__field_location";"bundle";varchar(128);"NO";"MUL";;""
"node__field_location";"deleted";tinyint;"NO";"PRI";0;""
"node__field_location";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_location";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_location";"langcode";varchar(32);"NO";"PRI";;""
"node__field_location";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_location";"field_location_value";varchar(255);"NO";"";\N;""
"node__field_log_batch";"bundle";varchar(128);"NO";"MUL";;""
"node__field_log_batch";"deleted";tinyint;"NO";"PRI";0;""
"node__field_log_batch";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_log_batch";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_log_batch";"langcode";varchar(32);"NO";"PRI";;""
"node__field_log_batch";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_log_batch";"field_log_batch_value";longtext;"NO";"";\N;""
"node__field_logo_impresa";"bundle";varchar(128);"NO";"MUL";;""
"node__field_logo_impresa";"deleted";tinyint;"NO";"PRI";0;""
"node__field_logo_impresa";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_logo_impresa";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_logo_impresa";"langcode";varchar(32);"NO";"PRI";;""
"node__field_logo_impresa";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_logo_impresa";"field_logo_impresa_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_logo_impresa";"field_logo_impresa_alt";varchar(512);"YES";"";\N;""
"node__field_logo_impresa";"field_logo_impresa_title";varchar(1024);"YES";"";\N;""
"node__field_logo_impresa";"field_logo_impresa_width";int unsigned;"YES";"";\N;""
"node__field_logo_impresa";"field_logo_impresa_height";int unsigned;"YES";"";\N;""
"node__field_macroarea";"bundle";varchar(128);"NO";"MUL";;""
"node__field_macroarea";"deleted";tinyint;"NO";"PRI";0;""
"node__field_macroarea";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_macroarea";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_macroarea";"langcode";varchar(32);"NO";"PRI";;""
"node__field_macroarea";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_macroarea";"field_macroarea_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_mission";"bundle";varchar(128);"NO";"MUL";;""
"node__field_mission";"deleted";tinyint;"NO";"PRI";0;""
"node__field_mission";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_mission";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_mission";"langcode";varchar(32);"NO";"PRI";;""
"node__field_mission";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_mission";"field_mission_value";longtext;"NO";"";\N;""
"node__field_mission";"field_mission_summary";longtext;"YES";"";\N;""
"node__field_mission";"field_mission_format";varchar(255);"YES";"MUL";\N;""
"node__field_modalita_di_erogazione";"bundle";varchar(128);"NO";"MUL";;""
"node__field_modalita_di_erogazione";"deleted";tinyint;"NO";"PRI";0;""
"node__field_modalita_di_erogazione";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_modalita_di_erogazione";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_modalita_di_erogazione";"langcode";varchar(32);"NO";"PRI";;""
"node__field_modalita_di_erogazione";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_modalita_di_erogazione";"field_modalita_di_erogazione_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_modalita_di_richiesta_del_";"bundle";varchar(128);"NO";"MUL";;""
"node__field_modalita_di_richiesta_del_";"deleted";tinyint;"NO";"PRI";0;""
"node__field_modalita_di_richiesta_del_";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_modalita_di_richiesta_del_";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_modalita_di_richiesta_del_";"langcode";varchar(32);"NO";"PRI";;""
"node__field_modalita_di_richiesta_del_";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_modalita_di_richiesta_del_";"field_modalita_di_richiesta_del__target_id";int unsigned;"NO";"MUL";\N;""
"node__field_motivazione";"bundle";varchar(128);"NO";"MUL";;""
"node__field_motivazione";"deleted";tinyint;"NO";"PRI";0;""
"node__field_motivazione";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_motivazione";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_motivazione";"langcode";varchar(32);"NO";"PRI";;""
"node__field_motivazione";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_motivazione";"field_motivazione_value";longtext;"NO";"";\N;""
"node__field_motivazione";"field_motivazione_format";varchar(255);"YES";"MUL";\N;""
"node__field_motivazione_richiesta_pers";"bundle";varchar(128);"NO";"MUL";;""
"node__field_motivazione_richiesta_pers";"deleted";tinyint;"NO";"PRI";0;""
"node__field_motivazione_richiesta_pers";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_motivazione_richiesta_pers";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_motivazione_richiesta_pers";"langcode";varchar(32);"NO";"PRI";;""
"node__field_motivazione_richiesta_pers";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_motivazione_richiesta_pers";"field_motivazione_richiesta_pers_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_motivazioni_conclusione";"bundle";varchar(128);"NO";"MUL";;""
"node__field_motivazioni_conclusione";"deleted";tinyint;"NO";"PRI";0;""
"node__field_motivazioni_conclusione";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_motivazioni_conclusione";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_motivazioni_conclusione";"langcode";varchar(32);"NO";"PRI";;""
"node__field_motivazioni_conclusione";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_motivazioni_conclusione";"field_motivazioni_conclusione_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_n_civico_ind_erogazione_de";"bundle";varchar(128);"NO";"MUL";;""
"node__field_n_civico_ind_erogazione_de";"deleted";tinyint;"NO";"PRI";0;""
"node__field_n_civico_ind_erogazione_de";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_n_civico_ind_erogazione_de";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_n_civico_ind_erogazione_de";"langcode";varchar(32);"NO";"PRI";;""
"node__field_n_civico_ind_erogazione_de";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_n_civico_ind_erogazione_de";"field_n_civico_ind_erogazione_de_value";varchar(255);"NO";"";\N;""
"node__field_natura_giuridica";"bundle";varchar(128);"NO";"MUL";;""
"node__field_natura_giuridica";"deleted";tinyint;"NO";"PRI";0;""
"node__field_natura_giuridica";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_natura_giuridica";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_natura_giuridica";"langcode";varchar(32);"NO";"PRI";;""
"node__field_natura_giuridica";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_natura_giuridica";"field_natura_giuridica_value";varchar(255);"NO";"";\N;""
"node__field_ndeg_posti_massimo";"bundle";varchar(128);"NO";"MUL";;""
"node__field_ndeg_posti_massimo";"deleted";tinyint;"NO";"PRI";0;""
"node__field_ndeg_posti_massimo";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_ndeg_posti_massimo";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_ndeg_posti_massimo";"langcode";varchar(32);"NO";"PRI";;""
"node__field_ndeg_posti_massimo";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_ndeg_posti_massimo";"field_ndeg_posti_massimo_value";varchar(255);"NO";"";\N;""
"node__field_nid_impresa";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nid_impresa";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nid_impresa";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nid_impresa";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nid_impresa";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nid_impresa";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nid_impresa";"field_nid_impresa_value";varchar(255);"NO";"";\N;""
"node__field_nome_legale_rappresentante";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nome_legale_rappresentante";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nome_legale_rappresentante";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nome_legale_rappresentante";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nome_legale_rappresentante";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nome_legale_rappresentante";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nome_legale_rappresentante";"field_nome_legale_rappresentante_value";varchar(255);"NO";"";\N;""
"node__field_nome_richiedente";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nome_richiedente";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nome_richiedente";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nome_richiedente";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nome_richiedente";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nome_richiedente";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nome_richiedente";"field_nome_richiedente_value";varchar(255);"NO";"";\N;""
"node__field_nome_user";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nome_user";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nome_user";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nome_user";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nome_user";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nome_user";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nome_user";"field_nome_user_value";varchar(255);"NO";"";\N;""
"node__field_nota_accreditamento";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nota_accreditamento";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nota_accreditamento";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nota_accreditamento";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nota_accreditamento";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nota_accreditamento";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nota_accreditamento";"field_nota_accreditamento_value";longtext;"NO";"";\N;""
"node__field_nota_dello_stakeholder";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nota_dello_stakeholder";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nota_dello_stakeholder";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nota_dello_stakeholder";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nota_dello_stakeholder";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nota_dello_stakeholder";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nota_dello_stakeholder";"field_nota_dello_stakeholder_value";longtext;"NO";"";\N;""
"node__field_nota_per_impresa";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nota_per_impresa";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nota_per_impresa";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nota_per_impresa";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nota_per_impresa";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nota_per_impresa";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nota_per_impresa";"field_nota_per_impresa_value";longtext;"NO";"";\N;""
"node__field_nota_per_stakeholder";"bundle";varchar(128);"NO";"MUL";;""
"node__field_nota_per_stakeholder";"deleted";tinyint;"NO";"PRI";0;""
"node__field_nota_per_stakeholder";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_nota_per_stakeholder";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_nota_per_stakeholder";"langcode";varchar(32);"NO";"PRI";;""
"node__field_nota_per_stakeholder";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_nota_per_stakeholder";"field_nota_per_stakeholder_value";longtext;"NO";"";\N;""
"node__field_note";"bundle";varchar(128);"NO";"MUL";;""
"node__field_note";"deleted";tinyint;"NO";"PRI";0;""
"node__field_note";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_note";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_note";"langcode";varchar(32);"NO";"PRI";;""
"node__field_note";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_note";"field_note_value";longtext;"NO";"";\N;""
"node__field_note";"field_note_format";varchar(255);"YES";"MUL";\N;""
"node__field_note_aggiuntive";"bundle";varchar(128);"NO";"MUL";;""
"node__field_note_aggiuntive";"deleted";tinyint;"NO";"PRI";0;""
"node__field_note_aggiuntive";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_note_aggiuntive";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_note_aggiuntive";"langcode";varchar(32);"NO";"PRI";;""
"node__field_note_aggiuntive";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_note_aggiuntive";"field_note_aggiuntive_value";longtext;"NO";"";\N;""
"node__field_numero_civico";"bundle";varchar(128);"NO";"MUL";;""
"node__field_numero_civico";"deleted";tinyint;"NO";"PRI";0;""
"node__field_numero_civico";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_numero_civico";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_numero_civico";"langcode";varchar(32);"NO";"PRI";;""
"node__field_numero_civico";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_numero_civico";"field_numero_civico_value";varchar(255);"NO";"";\N;""
"node__field_numero_partecipanti";"bundle";varchar(128);"NO";"MUL";;""
"node__field_numero_partecipanti";"deleted";tinyint;"NO";"PRI";0;""
"node__field_numero_partecipanti";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_numero_partecipanti";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_numero_partecipanti";"langcode";varchar(32);"NO";"PRI";;""
"node__field_numero_partecipanti";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_numero_partecipanti";"field_numero_partecipanti_value";int;"NO";"";\N;""
"node__field_obbiettivi";"bundle";varchar(128);"NO";"MUL";;""
"node__field_obbiettivi";"deleted";tinyint;"NO";"PRI";0;""
"node__field_obbiettivi";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_obbiettivi";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_obbiettivi";"langcode";varchar(32);"NO";"PRI";;""
"node__field_obbiettivi";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_obbiettivi";"field_obbiettivi_value";longtext;"NO";"";\N;""
"node__field_obbiettivi";"field_obbiettivi_format";varchar(255);"YES";"MUL";\N;""
"node__field_orari";"bundle";varchar(128);"NO";"MUL";;""
"node__field_orari";"deleted";tinyint;"NO";"PRI";0;""
"node__field_orari";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_orari";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_orari";"langcode";varchar(32);"NO";"PRI";;""
"node__field_orari";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_orari";"field_orari_value";longtext;"NO";"";\N;""
"node__field_orari";"field_orari_format";varchar(255);"YES";"MUL";\N;""
"node__field_orari_spazio";"bundle";varchar(128);"NO";"MUL";;""
"node__field_orari_spazio";"deleted";tinyint;"NO";"PRI";0;""
"node__field_orari_spazio";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_orari_spazio";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_orari_spazio";"langcode";varchar(32);"NO";"PRI";;""
"node__field_orari_spazio";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_orari_spazio";"field_orari_spazio_value";longtext;"NO";"";\N;""
"node__field_orari_spazio";"field_orari_spazio_format";varchar(255);"YES";"MUL";\N;""
"node__field_pacchetto";"bundle";varchar(128);"NO";"MUL";;""
"node__field_pacchetto";"deleted";tinyint;"NO";"PRI";0;""
"node__field_pacchetto";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_pacchetto";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_pacchetto";"langcode";varchar(32);"NO";"PRI";;""
"node__field_pacchetto";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_pacchetto";"field_pacchetto_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_parere_accreditamento";"bundle";varchar(128);"NO";"MUL";;""
"node__field_parere_accreditamento";"deleted";tinyint;"NO";"PRI";0;""
"node__field_parere_accreditamento";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_parere_accreditamento";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_parere_accreditamento";"langcode";varchar(32);"NO";"PRI";;""
"node__field_parere_accreditamento";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_parere_accreditamento";"field_parere_accreditamento_value";longtext;"NO";"";\N;""
"node__field_partita_iva";"bundle";varchar(128);"NO";"MUL";;""
"node__field_partita_iva";"deleted";tinyint;"NO";"PRI";0;""
"node__field_partita_iva";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_partita_iva";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_partita_iva";"langcode";varchar(32);"NO";"PRI";;""
